"","season","daynum","wteam","wscore","lteam","lscore","wloc","numot","wfgm","wfga","wfgm3","wfga3","wftm","wfta","wor","wdr","wast","wto","wstl","wblk","wpf","lfgm","lfga","lfgm3","lfga3","lftm","lfta","lor","ldr","last","lto","lstl","lblk","lpf"
"19904",2007,72,1247,79,1182,63,"A",0,31,51,5,9,12,18,13,27,14,17,4,4,18,22,68,3,24,16,21,22,10,11,10,9,5,21
"19905",2007,21,1296,87,1182,82,"A",1,33,54,1,10,20,28,8,24,24,15,7,7,20,29,65,6,22,18,22,13,18,15,13,7,2,21
"19906",2007,26,1296,85,1182,74,"H",0,26,48,6,10,27,37,14,21,21,17,12,2,17,29,60,8,27,8,12,12,13,15,15,9,5,25
"19907",2007,96,1182,111,1382,92,"A",0,43,83,14,32,11,15,14,31,21,11,10,4,24,28,73,10,32,26,32,18,29,20,17,2,5,15
"19908",2007,117,1382,97,1182,94,"A",0,30,58,9,20,28,37,13,39,14,29,2,8,25,28,75,12,38,26,32,10,20,18,12,9,5,27
"19909",2007,49,1184,73,1183,57,"A",0,26,53,8,24,13,21,8,22,13,11,11,3,19,20,51,0,12,17,23,12,24,10,14,1,0,18
"19910",2007,75,1184,63,1183,62,"H",0,23,55,9,24,8,13,8,22,18,5,5,0,11,23,48,8,15,8,11,5,28,16,10,1,4,16
"19911",2007,94,1183,73,1240,59,"H",0,29,56,2,5,13,15,9,26,17,11,6,1,12,24,63,5,14,6,11,16,19,14,14,6,4,17
"19912",2007,115,1183,69,1240,65,"A",0,22,52,2,9,23,29,14,27,9,13,2,3,16,23,54,6,18,13,19,7,19,16,10,5,6,22
"19913",2007,89,1183,65,1287,62,"A",0,21,42,5,15,18,23,8,29,16,16,0,3,22,21,55,8,24,12,21,10,17,16,8,3,1,23
"19914",2007,51,1287,71,1183,63,"A",0,24,51,4,14,19,35,13,21,16,11,5,3,20,22,56,7,20,12,22,18,23,11,17,3,1,26
"19915",2007,26,1293,53,1183,50,"H",0,19,51,4,16,11,20,12,25,13,11,6,1,15,18,51,5,15,9,13,10,26,10,11,2,2,17
"19916",2007,64,1293,73,1183,62,"A",0,20,39,6,16,27,39,4,22,12,16,9,3,24,17,45,5,17,23,30,8,20,12,20,6,0,25
"19917",2007,96,1359,53,1183,48,"A",0,17,42,7,22,12,21,5,22,10,9,5,3,10,19,53,2,11,8,8,11,25,9,10,2,4,18
"19918",2007,117,1359,71,1183,45,"H",0,22,45,9,29,18,21,9,25,17,10,9,1,13,17,51,3,16,8,11,11,14,6,12,6,0,16
"19919",2007,106,1183,77,1369,69,"H",0,24,46,4,11,25,31,5,29,17,15,4,5,19,22,63,8,28,17,23,13,20,8,11,7,4,23
"19920",2007,66,1369,80,1183,65,"H",0,25,53,12,25,18,27,11,27,16,14,8,5,23,22,52,5,10,16,26,9,20,11,13,6,1,28
"19921",2007,40,1398,59,1183,56,"H",0,19,56,11,29,10,16,15,30,13,13,3,8,11,21,61,6,18,8,12,13,25,12,9,6,2,15
"19922",2007,82,1398,61,1183,58,"A",0,20,51,11,20,10,19,12,20,12,9,5,5,17,19,47,6,16,14,17,9,25,15,11,2,4,15
"19923",2007,38,1183,74,1399,69,"A",0,23,46,6,13,22,29,7,29,16,17,9,0,19,25,56,4,21,15,26,10,18,15,14,6,1,21
"19924",2007,80,1399,76,1183,64,"A",0,23,54,5,19,25,34,13,24,10,10,7,3,18,24,56,5,15,11,16,12,22,13,18,6,1,24
"19925",2007,103,1183,74,1404,59,"H",0,22,48,6,11,24,29,13,21,16,14,11,2,24,17,44,2,14,23,33,10,16,13,14,8,3,22
"19926",2007,73,1404,67,1183,43,"H",0,27,56,5,19,8,13,15,26,16,11,8,3,12,17,50,2,11,7,14,11,17,8,11,5,1,13
"19927",2007,108,1184,63,1240,51,"H",0,21,49,6,17,15,17,4,24,14,11,8,0,12,19,50,7,28,6,8,7,26,12,17,8,2,17
"19928",2007,80,1240,66,1184,56,"H",0,26,50,6,15,8,11,11,20,13,13,9,0,8,22,49,9,22,3,4,7,15,16,12,7,3,11
"19929",2007,38,1184,72,1293,66,"H",1,22,44,6,15,22,30,9,28,13,17,3,3,12,27,64,7,25,5,7,11,18,17,11,8,6,23
"19930",2007,101,1184,64,1293,62,"A",0,20,47,8,20,16,19,8,25,17,17,6,1,11,27,63,6,15,2,7,14,19,17,12,5,1,17
"19931",2007,106,1184,46,1359,38,"H",0,17,44,4,18,8,14,11,19,11,10,7,1,9,13,42,6,28,6,9,11,21,9,16,5,0,16
"19932",2007,82,1359,55,1184,46,"H",0,19,40,7,20,10,13,7,21,16,11,8,1,10,19,49,6,21,2,4,10,16,6,11,5,0,15
"19933",2007,103,1184,66,1369,61,"A",0,19,47,6,22,22,29,9,24,7,13,5,2,14,22,50,7,22,10,19,9,22,9,19,4,6,24
"19934",2007,64,1369,88,1184,74,"A",0,29,59,13,22,17,21,14,22,23,16,10,4,9,29,61,10,30,6,8,11,18,22,17,6,4,16
"19935",2007,117,1184,65,1398,53,"A",0,25,49,7,23,8,13,7,23,13,9,8,5,13,20,60,6,21,7,9,18,20,8,10,4,2,14
"19936",2007,87,1398,63,1184,62,"A",0,21,44,6,15,15,19,10,20,12,19,9,3,25,19,47,6,19,18,28,13,16,11,16,7,3,22
"19937",2007,96,1184,92,1399,90,"H",2,30,60,11,26,21,30,6,26,16,18,9,4,22,35,74,7,23,13,27,21,30,17,21,8,4,24
"19938",2007,66,1399,75,1184,53,"H",0,27,53,6,17,15,24,13,31,19,15,7,4,22,18,52,3,23,14,31,9,19,8,12,9,2,19
"19939",2007,51,1184,82,1404,69,"A",0,32,55,13,27,5,9,7,15,18,14,16,0,13,26,53,11,27,6,10,13,17,17,23,7,0,12
"19940",2007,91,1184,94,1404,57,"H",0,38,59,11,23,7,13,8,17,24,10,19,1,10,23,53,6,14,5,9,15,15,12,25,6,3,11
"19941",2007,71,1185,63,1296,62,"H",0,23,59,4,15,13,22,16,22,12,11,7,3,20,19,47,4,18,20,24,10,25,12,15,3,6,17
"19942",2007,125,1296,76,1185,69,"H",0,27,48,5,15,17,23,12,26,16,14,4,8,15,28,64,10,21,3,5,12,13,11,8,7,0,20
"19943",2007,78,1405,66,1185,56,"A",0,20,43,8,21,18,24,5,19,9,14,8,2,17,22,46,4,20,8,15,10,21,8,22,4,0,19
"19944",2007,106,1405,68,1185,56,"H",0,26,58,7,22,9,16,12,19,11,12,15,1,14,19,46,11,25,7,10,10,23,14,26,7,1,17
"19945",2007,82,1444,84,1185,80,"H",0,25,48,9,14,25,34,6,21,11,14,8,1,21,28,62,10,27,14,17,12,23,14,14,6,0,27
"19946",2007,115,1444,80,1185,61,"A",0,26,47,10,16,18,24,7,28,13,12,4,1,24,22,64,6,31,11,20,19,19,12,10,4,2,22
"19947",2007,115,1186,82,1226,79,"H",0,28,51,10,20,16,20,11,20,21,16,5,2,14,29,58,11,21,10,14,10,14,18,10,10,0,18
"19948",2007,73,1226,78,1186,65,"H",0,25,53,6,23,22,29,11,23,16,9,4,3,19,20,52,6,29,19,25,9,20,13,11,4,2,22
"19949",2007,61,1186,74,1285,71,"H",0,23,52,5,16,23,29,14,21,12,14,7,3,20,26,56,6,19,13,19,12,20,16,13,8,2,23
"19950",2007,96,1285,85,1186,78,"H",0,27,58,8,24,23,29,17,22,19,12,3,2,23,24,50,6,18,24,29,6,18,12,9,3,4,23
"19951",2007,59,1286,82,1186,79,"A",0,30,64,13,32,9,16,12,26,17,15,3,1,26,27,58,4,18,21,34,10,26,15,9,8,4,16
"19952",2007,94,1286,84,1186,67,"H",0,29,58,12,23,14,17,12,24,19,14,7,6,22,20,49,2,14,25,28,6,19,12,14,8,1,13
"19953",2007,66,1186,88,1294,87,"A",0,31,51,10,20,16,25,5,19,25,14,6,4,20,29,61,7,16,22,25,15,20,18,17,4,0,23
"19954",2007,82,1186,91,1294,79,"H",0,29,56,6,21,27,36,12,23,19,13,9,2,16,32,66,9,22,6,13,15,20,20,18,8,3,26
"19955",2007,68,1319,109,1186,101,"H",0,34,56,8,11,33,37,10,27,18,17,8,5,23,34,75,11,31,22,25,17,15,17,17,7,1,25
"19956",2007,80,1319,91,1186,80,"A",0,33,61,12,20,13,20,6,26,25,10,2,1,17,35,62,2,14,8,22,10,24,18,14,5,5,19
"19957",2007,75,1186,88,1340,70,"A",0,29,61,8,21,22,28,11,27,22,14,7,5,18,30,73,5,21,5,13,21,23,18,16,7,3,20
"19958",2007,103,1340,92,1186,86,"A",0,32,59,2,14,26,43,16,22,13,13,12,3,19,32,65,7,21,15,19,13,22,18,18,9,0,27
"19959",2007,100,1186,89,1451,74,"H",0,28,51,7,14,26,32,15,26,18,16,5,1,20,24,50,11,17,15,32,10,9,13,13,11,4,28
"19960",2007,89,1451,93,1186,84,"H",0,33,49,8,14,19,29,9,25,19,16,6,0,17,33,60,7,21,11,18,6,14,21,11,8,1,21
"19961",2007,93,1267,56,1187,52,"H",0,18,44,5,19,15,25,9,22,11,15,10,10,17,17,59,8,26,10,16,23,21,11,18,10,1,19
"19962",2007,114,1267,54,1187,51,"A",0,19,51,4,17,12,17,12,33,11,16,3,5,20,18,61,3,19,12,20,15,23,12,8,11,3,18
"19963",2007,12,1187,86,1288,67,"H",0,32,62,9,21,13,20,13,24,22,16,7,4,15,24,59,3,13,16,20,14,22,8,20,8,0,18
"19964",2007,49,1288,76,1187,70,"H",0,25,51,5,12,21,34,19,18,15,16,5,3,16,25,50,6,14,14,23,11,13,10,15,3,2,20
"19965",2007,75,1349,64,1187,47,"A",0,23,54,9,19,9,19,12,30,14,7,4,2,16,16,60,7,28,8,13,17,25,11,6,4,2,13
"19966",2007,96,1349,83,1187,74,"H",0,24,46,5,17,30,38,6,20,13,14,7,1,19,27,48,9,17,11,17,6,21,16,21,7,1,27
"19967",2007,86,1379,83,1187,72,"H",0,25,52,6,16,27,39,8,30,15,12,4,0,20,26,58,13,27,7,16,8,24,12,14,5,0,29
"19968",2007,107,1379,80,1187,42,"A",0,31,55,7,13,11,16,9,36,18,12,8,4,14,17,51,2,10,6,15,4,17,8,13,4,1,12
"19969",2007,79,1408,65,1187,56,"A",0,19,54,7,22,20,23,15,28,12,15,5,5,15,21,59,3,13,11,18,14,21,12,10,6,5,18
"19970",2007,121,1408,88,1187,72,"H",0,29,63,9,19,21,26,15,23,22,14,12,7,17,24,53,9,20,15,20,9,22,16,20,8,4,18
"19971",2007,100,1416,67,1187,49,"A",0,21,48,10,27,15,16,4,24,19,10,8,1,17,17,47,7,22,8,14,10,23,11,16,5,1,15
"19972",2007,124,1416,77,1187,64,"H",0,29,57,9,24,10,19,9,16,21,8,11,1,17,23,43,6,15,12,15,6,23,13,16,2,0,15
"19973",2007,108,1189,70,1204,67,"A",0,28,57,5,16,9,12,12,20,15,10,4,1,19,23,51,6,16,15,20,11,20,17,11,1,2,13
"19974",2007,89,1204,68,1189,67,"A",0,21,42,5,9,21,36,8,27,11,16,5,3,17,23,65,7,22,14,18,17,21,9,11,5,2,26
"19975",2007,70,1422,72,1189,68,"A",0,22,54,7,24,21,29,13,19,15,7,6,3,9,27,57,7,15,7,7,11,26,13,13,4,6,20
"19976",2007,105,1422,86,1189,73,"H",0,21,53,9,19,35,45,19,21,12,8,8,3,21,20,47,8,19,25,34,11,18,11,12,5,9,32
"19977",2007,84,1189,77,1441,64,"A",0,22,43,4,10,29,38,6,29,6,12,6,3,24,21,59,3,20,19,28,13,20,6,10,7,1,25
"19978",2007,115,1189,74,1441,65,"H",0,24,49,6,16,20,28,9,31,19,15,5,3,14,25,65,6,25,9,13,11,20,11,8,3,3,19
"19979",2007,51,1189,79,1459,69,"H",0,29,61,8,17,13,24,12,29,13,17,9,5,15,22,59,10,30,15,18,10,28,14,19,6,2,21
"19980",2007,96,1459,71,1189,64,"H",0,24,53,10,26,13,17,5,18,11,7,6,6,12,29,62,4,12,2,3,16,28,11,15,3,0,16
"19981",2007,69,1190,66,1205,63,"A",0,29,51,1,8,7,12,7,21,7,20,10,1,20,21,42,5,17,16,20,2,19,15,20,8,0,16
"19982",2007,95,1190,63,1205,61,"H",0,27,50,7,18,2,5,8,15,18,17,11,2,16,21,42,10,18,9,11,7,18,13,21,12,2,15
"19983",2007,77,1190,71,1239,59,"H",0,24,63,4,13,19,21,19,26,13,17,14,15,17,23,61,7,19,6,9,13,20,11,21,9,5,15
"19984",2007,101,1239,74,1190,66,"H",0,23,59,6,20,22,30,14,25,12,19,12,5,23,22,46,4,16,18,24,4,25,11,27,11,4,28
"19985",2007,81,1190,78,1244,66,"H",1,25,56,2,11,26,32,10,33,12,17,12,7,22,24,72,6,24,12,23,21,22,18,19,9,4,23
"19986",2007,110,1190,75,1244,71,"A",0,29,60,6,18,11,20,14,31,17,18,5,2,18,26,67,9,30,10,15,12,22,17,13,8,4,18
"19987",2007,31,1190,76,1273,70,"A",0,30,63,5,21,11,14,13,22,17,14,13,6,14,24,60,8,27,14,19,17,22,17,17,8,8,12
"19988",2007,117,1190,112,1273,89,"H",0,41,75,13,29,17,20,10,28,29,9,9,7,23,29,67,7,20,24,32,14,26,10,15,3,2,14
"19989",2007,75,1190,77,1316,58,"H",0,25,71,7,27,20,24,21,26,16,15,11,6,23,21,48,3,8,13,22,7,26,11,24,6,5,17
"19990",2007,103,1190,56,1316,51,"A",0,17,51,5,19,17,25,12,21,13,14,7,3,25,16,47,4,12,15,23,15,25,12,20,6,5,20
"19991",2007,40,1191,69,1229,41,"H",0,26,49,8,12,9,16,6,26,16,11,4,4,13,14,52,7,26,6,11,15,21,9,17,6,2,18
"19992",2007,92,1229,65,1191,61,"H",0,21,46,6,17,17,24,9,25,11,16,9,0,17,21,47,9,21,10,15,4,20,11,15,9,1,22
"19993",2007,86,1191,50,1232,49,"A",0,18,46,7,17,7,8,7,21,13,11,6,1,16,16,44,5,21,12,18,11,22,7,10,4,1,13
"19994",2007,104,1191,76,1232,61,"H",0,27,55,9,22,13,21,12,25,19,10,3,1,15,24,55,8,21,5,6,6,20,16,12,1,2,22
"19995",2007,47,1191,80,1252,73,"H",0,20,42,5,17,35,43,6,25,20,4,1,4,14,28,61,13,28,4,10,12,20,18,6,3,0,33
"19996",2007,14,1252,67,1191,64,"H",0,22,57,8,31,15,19,12,23,12,10,5,2,16,20,52,6,18,18,24,11,25,8,13,2,2,19
"19997",2007,83,1191,63,1283,56,"H",0,18,41,6,15,21,30,6,25,10,15,5,2,14,23,57,4,21,6,9,11,24,12,16,11,1,25
"19998",2007,71,1283,106,1191,54,"H",0,40,63,12,21,14,15,9,34,25,10,7,4,16,20,58,7,24,7,14,10,14,5,11,6,3,18
"19999",2007,65,1320,64,1191,61,"H",0,20,46,7,21,17,25,5,23,12,12,6,5,13,19,48,6,15,17,20,7,26,11,11,4,2,20
"20000",2007,96,1320,79,1191,71,"A",0,20,43,5,14,34,41,10,23,10,14,5,3,24,22,54,8,22,19,26,15,16,11,14,3,2,30
"20001",2007,79,1191,75,1356,68,"H",0,19,32,7,11,30,39,3,23,15,17,6,1,25,19,43,8,28,22,36,8,14,12,14,5,0,31
"20002",2007,117,1356,76,1191,69,"H",0,26,50,2,13,22,34,9,14,19,8,4,2,24,20,38,6,12,23,30,6,20,8,15,5,0,30
"20003",2007,75,1455,69,1191,56,"H",0,23,51,7,17,16,20,8,21,16,10,9,6,14,21,49,6,17,8,9,7,22,13,16,7,4,14
"20004",2007,89,1455,66,1191,61,"A",0,21,43,5,12,19,26,11,24,11,15,4,0,17,22,50,7,16,10,12,5,14,17,10,5,3,21
"20005",2007,82,1192,74,1254,73,"A",0,26,59,9,21,13,16,10,20,12,8,2,3,21,24,53,6,13,19,27,13,24,6,11,3,2,18
"20006",2007,108,1254,85,1192,80,"A",0,30,58,9,18,16,23,11,25,14,14,5,1,14,34,74,5,26,7,9,16,21,20,10,4,3,17
"20007",2007,98,1192,64,1284,63,"H",0,25,64,7,20,7,10,13,18,13,7,10,7,20,26,50,3,9,8,15,10,26,16,18,3,5,16
"20008",2007,105,1192,84,1284,71,"A",0,32,56,6,12,14,17,12,26,17,16,6,8,16,26,63,7,20,12,14,14,14,15,13,10,8,17
"20009",2007,94,1192,84,1352,79,"A",0,27,54,8,17,22,27,11,19,13,15,6,2,14,30,59,8,17,11,11,10,18,16,18,10,1,24
"20010",2007,75,1352,70,1192,66,"A",0,25,59,7,17,13,16,9,23,11,13,7,2,19,24,57,6,19,12,18,14,26,14,16,7,2,15
"20011",2007,92,1192,91,1357,88,"A",0,32,56,12,21,15,17,6,18,19,12,5,2,12,35,64,11,19,7,9,11,20,18,13,8,3,16
"20012",2007,113,1357,86,1192,82,"A",0,34,60,6,15,12,20,3,28,17,11,9,3,19,29,69,10,22,14,22,14,28,9,10,8,3,16
"20013",2007,102,1383,71,1192,69,"A",0,29,61,1,13,12,17,11,21,10,12,10,3,21,23,50,8,16,15,22,11,22,14,19,2,3,17
"20014",2007,119,1383,72,1192,69,"H",0,26,53,2,9,18,27,16,21,14,15,6,2,15,26,58,4,15,13,15,10,16,15,10,7,3,19
"20015",2007,68,1192,96,1447,95,"H",1,29,66,10,29,28,35,11,25,14,11,8,5,20,37,69,6,21,15,20,10,28,13,15,6,2,27
"20016",2007,117,1447,91,1192,63,"H",0,32,65,7,21,20,22,15,28,20,15,17,4,19,21,59,3,18,18,22,12,20,7,20,7,4,18
"20017",2007,76,1193,83,1233,76,"A",1,27,55,8,21,21,32,18,12,15,14,13,0,19,27,45,5,9,17,26,10,17,15,20,8,3,25
"20018",2007,85,1193,70,1233,67,"H",1,21,46,5,17,23,31,9,13,11,16,14,8,17,25,50,3,9,14,16,13,20,13,29,6,4,22
"20019",2007,39,1264,57,1193,54,"A",0,17,45,2,10,21,28,12,21,8,15,10,5,25,13,47,4,18,24,32,15,20,6,18,4,2,27
"20020",2007,68,1264,58,1193,54,"H",0,22,47,3,15,11,15,5,22,10,10,3,9,20,20,59,5,20,9,16,19,19,10,11,4,1,16
"20021",2007,101,1265,65,1193,64,"H",0,23,51,5,24,14,24,12,19,10,8,3,5,13,24,53,5,20,11,17,13,22,12,8,5,1,23
"20022",2007,112,1265,67,1193,60,"A",0,21,49,11,28,14,23,13,34,15,14,1,2,19,22,63,6,32,10,15,12,21,14,5,7,0,21
"20023",2007,90,1193,68,1310,56,"H",0,25,54,6,12,12,17,8,27,16,9,12,5,15,20,60,5,23,11,13,15,24,10,16,6,1,17
"20024",2007,71,1310,85,1193,76,"H",0,28,51,15,28,14,19,13,9,17,15,9,2,20,27,57,9,18,13,18,24,14,13,20,7,2,20
"20025",2007,64,1351,58,1193,55,"H",0,21,56,6,23,10,13,12,20,11,8,2,7,11,21,55,5,15,8,12,15,25,11,13,4,4,15
"20026",2007,74,1351,64,1193,63,"A",0,24,50,8,18,8,14,11,12,12,14,7,6,19,19,49,8,17,17,19,18,16,12,19,6,4,18
"20027",2007,81,1193,72,1373,67,"A",0,21,54,8,22,22,26,11,20,13,11,7,2,20,23,50,8,21,13,21,9,24,17,15,3,3,21
"20028",2007,107,1373,69,1193,64,"A",0,23,45,3,13,20,26,9,18,11,16,11,4,17,25,52,6,16,8,13,14,16,16,21,7,3,20
"20029",2007,88,1193,66,1389,58,"H",0,23,54,7,19,13,16,14,13,14,11,9,3,11,20,37,7,16,11,13,4,19,9,17,7,2,19
"20030",2007,118,1193,63,1389,60,"A",0,19,53,8,20,17,22,11,19,14,16,16,3,18,20,49,6,19,14,18,11,26,13,24,9,6,20
"20031",2007,54,1194,70,1282,61,"H",0,26,57,8,25,10,18,13,29,13,12,7,1,14,23,63,12,35,3,8,16,22,10,13,4,2,19
"20032",2007,14,1282,85,1194,70,"H",0,26,53,12,25,21,33,10,24,16,14,8,2,18,24,55,8,27,14,25,14,24,14,18,6,0,22
"20033",2007,72,1292,72,1194,68,"A",0,26,42,3,6,17,23,3,23,15,16,4,3,24,21,53,7,21,19,33,15,18,13,12,5,1,21
"20034",2007,117,1292,79,1194,59,"H",0,29,55,4,14,17,20,7,19,21,8,6,1,22,16,42,4,12,23,31,10,20,8,19,3,0,20
"20035",2007,66,1194,93,1309,86,"A",0,35,59,6,13,17,22,7,25,28,10,7,1,20,29,58,12,27,16,23,8,21,16,13,5,4,19
"20036",2007,110,1194,98,1309,77,"H",0,39,64,6,12,14,21,11,35,17,7,6,1,20,24,59,11,31,18,23,5,21,11,8,1,3,20
"20037",2007,114,1194,79,1375,69,"H",0,25,49,4,8,25,32,12,32,17,15,3,3,20,25,67,7,29,12,18,16,18,14,12,9,3,28
"20038",2007,68,1375,101,1194,76,"H",0,32,55,14,23,23,36,8,25,21,11,12,2,22,24,50,3,17,25,30,4,20,15,17,5,0,23
"20039",2007,44,1194,91,1407,87,"H",0,35,65,7,21,14,18,7,33,28,17,7,1,14,35,77,10,34,7,11,12,26,15,14,8,6,14
"20040",2007,96,1407,92,1194,87,"H",1,29,67,10,30,24,29,13,29,16,13,9,1,13,32,70,13,27,10,12,11,27,18,14,6,1,22
"20041",2007,107,1194,78,1443,73,"A",0,30,50,1,8,17,24,8,21,17,16,3,1,18,28,61,7,19,10,13,14,16,16,16,4,1,18
"20042",2007,61,1443,93,1194,83,"A",0,29,67,11,23,24,33,23,24,17,13,7,1,21,27,56,11,24,18,24,9,21,15,16,6,4,26
"20043",2007,68,1196,67,1208,51,"H",0,26,57,6,16,9,18,9,25,15,12,10,5,12,22,57,7,16,0,5,13,26,13,22,5,8,19
"20044",2007,100,1196,71,1208,61,"A",0,25,48,5,9,16,22,5,26,11,11,8,2,18,20,59,4,22,17,20,14,19,6,9,6,3,19
"20045",2007,103,1196,64,1246,61,"A",0,23,49,5,17,13,21,5,28,9,14,4,4,19,23,60,3,22,12,21,13,27,9,10,4,3,18
"20046",2007,125,1196,85,1246,72,"H",0,32,50,9,17,12,22,12,23,15,18,6,5,15,26,57,7,19,13,20,11,12,15,9,9,1,19
"20047",2007,75,1196,84,1376,50,"A",0,34,53,9,14,7,11,6,23,23,9,8,4,14,18,47,6,18,8,13,7,16,7,13,4,2,13
"20048",2007,114,1196,63,1376,49,"H",0,24,58,3,11,12,16,13,32,10,11,5,9,6,20,56,4,14,5,9,6,23,6,8,4,4,13
"20049",2007,96,1196,94,1397,78,"H",0,30,54,9,19,25,34,15,28,14,15,4,6,20,27,61,7,19,17,24,12,14,13,10,8,2,24
"20050",2007,120,1397,86,1196,76,"H",0,29,50,7,17,21,34,8,17,18,10,5,3,20,27,57,6,21,16,20,17,19,13,20,7,5,25
"20051",2007,93,1196,74,1435,64,"H",0,25,53,8,19,16,23,13,24,16,13,6,3,20,24,54,3,18,13,21,11,19,13,9,3,1,16
"20052",2007,110,1435,83,1196,70,"H",0,32,56,10,21,9,14,7,18,21,16,9,2,19,22,50,8,21,18,22,12,20,11,22,11,4,15
"20053",2007,70,1214,76,1197,74,"A",0,24,65,9,30,19,24,20,18,11,14,11,0,26,18,46,6,17,32,36,11,24,13,20,2,3,22
"20054",2007,98,1214,74,1197,72,"H",1,21,59,8,32,24,39,13,31,17,20,14,3,25,27,56,6,14,12,29,11,31,14,29,7,2,30
"20055",2007,84,1197,65,1224,53,"A",0,24,46,2,5,15,23,11,36,13,20,4,1,16,18,56,11,37,6,10,5,16,13,10,4,2,18
"20056",2007,112,1197,85,1224,75,"H",0,32,53,7,15,14,19,10,22,11,15,8,2,6,28,57,17,33,2,2,7,14,20,17,5,1,16
"20057",2007,82,1197,65,1271,55,"A",0,22,53,2,11,19,29,19,31,12,22,6,3,19,19,60,9,33,8,17,16,17,11,18,7,3,20
"20058",2007,110,1197,93,1271,60,"H",0,36,62,9,14,12,20,17,33,26,17,10,2,18,21,65,8,25,10,17,15,13,11,13,7,3,18
"20059",2007,77,1299,82,1197,78,"A",0,28,62,9,28,17,28,10,26,11,17,13,4,19,29,64,12,26,8,18,14,30,16,25,5,2,21
"20060",2007,105,1299,90,1197,82,"H",0,29,55,13,27,19,27,7,17,18,19,13,1,19,27,61,11,30,17,27,19,21,14,25,10,4,25
"20061",2007,68,1197,81,1313,71,"H",0,29,57,9,18,14,21,9,21,17,16,8,2,15,27,58,6,17,11,16,11,22,9,20,5,2,20
"20062",2007,96,1313,81,1197,68,"H",0,29,50,6,17,17,28,12,23,9,18,2,5,24,22,57,4,19,20,33,18,15,10,13,7,2,22
"20063",2007,75,1197,73,1354,58,"H",0,21,45,8,17,23,34,9,27,10,18,8,1,18,19,54,9,23,11,18,12,23,8,21,7,3,26
"20064",2007,103,1197,72,1354,69,"A",1,25,54,4,13,18,37,17,17,12,16,7,0,21,25,54,7,13,12,19,13,25,7,8,8,1,31
"20065",2007,108,1198,69,1292,67,"A",0,24,53,10,17,11,15,10,19,8,12,9,1,17,25,51,6,15,11,13,9,21,13,12,4,1,19
"20066",2007,62,1292,60,1198,46,"A",0,23,49,5,12,9,12,8,32,13,18,3,6,26,13,53,3,17,17,32,15,21,4,11,11,2,16
"20067",2007,111,1198,69,1375,67,"H",0,24,58,10,28,11,17,11,17,12,9,10,1,13,26,47,7,17,8,11,7,24,11,20,3,2,17
"20068",2007,66,1375,69,1198,52,"H",0,27,49,8,20,7,10,3,27,14,14,9,6,12,21,59,5,21,5,9,13,19,8,17,7,1,15
"20069",2007,48,1198,67,1407,64,"A",0,23,63,8,23,13,22,19,28,14,19,7,3,20,21,62,6,26,16,21,16,26,6,20,13,3,17
"20070",2007,101,1407,56,1198,51,"A",0,21,45,4,13,10,15,5,26,10,11,5,6,11,19,53,7,25,6,10,12,23,9,13,3,1,15
"20071",2007,115,1198,71,1418,68,"H",0,23,63,2,15,23,31,17,27,6,9,7,8,18,25,62,7,12,11,21,16,27,11,12,4,2,22
"20072",2007,68,1418,74,1198,71,"H",0,25,60,7,19,17,22,17,28,11,14,4,5,18,23,55,9,23,16,24,10,20,12,13,2,0,19
"20073",2007,73,1443,86,1198,74,"A",0,31,60,9,15,15,22,6,24,11,13,5,1,23,27,55,8,21,12,26,10,26,16,18,4,0,19
"20074",2007,117,1443,82,1198,64,"H",0,27,53,9,20,19,23,8,25,17,17,10,7,21,23,56,1,10,17,24,11,20,7,17,3,3,21
"20075",2007,75,1210,88,1199,80,"H",0,26,48,10,21,26,34,10,15,18,17,10,3,19,27,53,8,16,18,21,11,16,17,18,10,1,26
"20076",2007,106,1210,63,1199,57,"A",0,21,52,7,22,14,17,12,19,9,11,6,3,23,16,43,8,19,17,22,9,18,6,14,4,1,21
"20077",2007,92,1199,96,1268,79,"H",0,37,60,8,17,14,16,12,21,12,14,8,0,19,31,54,6,15,11,21,8,11,12,13,3,3,19
"20078",2007,114,1268,73,1199,55,"H",0,27,60,8,14,11,18,12,26,23,9,4,6,23,17,50,5,18,16,27,12,27,8,16,3,3,18
"20079",2007,82,1199,86,1274,67,"H",0,29,57,13,23,15,20,10,24,21,8,5,0,15,22,62,8,30,15,18,17,18,10,12,2,2,19
"20080",2007,124,1199,98,1274,90,"A",1,34,57,8,18,22,29,6,25,15,11,6,8,22,34,68,10,21,12,22,17,20,16,14,7,5,23
"20081",2007,117,1200,71,1348,62,"A",0,26,53,5,17,14,20,15,19,19,12,6,2,25,19,49,5,19,19,27,15,16,11,14,6,5,18
"20082",2007,96,1348,45,1200,44,"A",0,14,50,5,12,12,16,11,22,7,15,5,5,11,19,55,2,18,4,7,13,28,14,16,7,5,17
"20083",2007,93,1200,67,1382,61,"H",0,24,48,4,13,15,20,9,23,7,14,8,5,17,20,57,5,21,16,21,18,17,8,13,7,2,17
"20084",2007,121,1200,91,1382,60,"A",0,32,55,7,15,20,28,10,32,19,11,6,3,20,20,57,6,20,14,20,9,18,6,12,6,1,24
"20085",2007,73,1218,83,1201,66,"H",0,31,62,7,19,14,18,12,29,20,11,5,4,23,19,59,8,25,20,30,16,21,9,13,6,4,14
