"","result.alien","diff.score.at.home"
"15096","1",24
"15097","0",9
"15098","0",20
"15099","0",28
"15100","0",12
"15101","1",-11
"15102","1",-12
"15103","0",-22
"15104","1",5
"15105","0",4
"15106","0",22
"15107","0",-18
"15108","1",11
"15109","1",24
"15110","0",-6
"15111","1",-6
"15112","1",-3
"15113","1",1
"15114","0",-22
"15115","0",12
"15116","0",13
"15117","1",23
"15118","0",-5
"15119","0",2
"15120","0",17
"15121","1",9
"15122","0",-5
"15123","1",-4
"15124","1",-26
"15125","1",-1
"15126","1",-1
"15127","0",8
"15128","0",14
"15129","0",-15
"15130","1",19
"15131","0",-4
"15132","1",7
"15133","1",-11
"15134","1",-11
"15135","1",4
"15136","0",-3
"15137","0",6
"15138","0",3
"15139","0",21
"15140","0",6
"15141","0",-6
"15142","1",7
"15143","0",-2
"15144","1",5
"15145","1",3
"15146","0",-27
"15147","0",19
"15148","0",22
"15149","0",-8
"15150","1",13
"15151","0",-13
"15152","1",21
"15153","0",3
"15154","0",35
"15155","1",17
"15156","0",-12
"15157","1",19
"15158","0",-15
"15159","1",18
"15160","0",-7
"15161","0",-25
"15162","1",10
"15163","0",-12
"15164","1",17
"15165","0",-8
"15166","1",36
"15167","1",-9
"15168","1",-1
"15169","1",3
"15170","0",-10
"15171","1",-3
"15172","1",-5
"15173","0",3
"15174","0",12
"15175","1",15
"15176","0",-12
"15177","1",40
"15178","0",-15
"15179","0",-21
"15180","1",43
"15181","1",21
"15182","0",-3
"15183","0",-21
"15184","1",21
"15185","1",23
"15186","0",-17
"15187","0",-9
"15188","1",13
"15189","0",1
"15190","0",8
"15191","0",13
"15192","0",17
"15193","0",3
"15194","0",10
"15195","0",8
"15196","0",23
"15197","0",12
"15198","0",3
"15199","1",5
"15200","0",-10
"15201","0",-20
"15202","1",14
"15203","0",-1
"15204","1",1
"15205","0",2
"15206","0",11
"15207","0",6
"15208","0",2
"15209","1",11
"15210","0",-14
"15211","0",-3
"15212","1",14
"15213","1",-14
"15214","1",-1
"15215","0",12
"15216","0",11
"15217","0",11
"15218","0",6
"15219","0",10
"15220","0",2
"15221","1",7
"15222","0",-14
"15223","0",4
"15224","0",1
"15225","1",9
"15226","0",-15
"15227","0",-23
"15228","1",19
"15229","0",-22
"15230","1",9
"15231","0",-4
"15232","1",11
"15233","0",-6
"15234","1",26
"15235","0",1
"15236","0",23
"15237","1",11
"15238","0",-16
"15239","1",9
"15240","0",-5
"15241","0",-9
"15242","1",13
"15243","1",-4
"15244","1",-2
"15245","1",11
"15246","0",-3
"15247","1",4
"15248","0",-22
"15249","0",19
"15250","0",12
"15251","0",18
"15252","0",21
"15253","1",-1
"15254","1",-22
"15255","1",-7
"15256","1",-1
"15257","0",5
"15258","0",16
"15259","0",-1
"15260","1",1
"15261","0",-3
"15262","1",17
"15263","0",-7
"15264","1",18
"15265","1",-4
"15266","1",-1
"15267","0",-7
"15268","1",13
"15269","0",13
"15270","0",1
"15271","0",-8
"15272","1",3
"15273","1",41
"15274","0",-11
"15275","0",-14
"15276","1",8
"15277","1",25
"15278","0",-7
"15279","0",10
"15280","0",2
"15281","0",-18
"15282","1",6
"15283","0",2
"15284","0",4
"15285","0",10
"15286","0",18
"15287","1",4
"15288","0",-2
"15289","0",-9
"15290","1",3
"15291","0",6
"15292","0",16
"15293","1",12
"15294","0",-6
"15295","0",-20
"15296","1",8
"15297","0",10
"15298","0",20
"15299","0",17
"15300","0",7
"15301","1",14
"15302","0",-16
"15303","0",8
"15304","0",5
"15305","0",-8
"15306","1",5
"15307","0",-3
"15308","1",20
"15309","0",18
"15310","0",6
"15311","1",5
"15312","0",-7
"15313","0",3
"15314","0",19
"15315","0",14
"15316","0",20
"15317","0",9
"15318","0",12
"15319","0",-8
"15320","1",8
"15321","0",6
"15322","0",5
"15323","0",-13
"15324","1",8
"15325","0",6
"15326","0",4
"15327","0",1
"15328","0",7
"15329","0",4
"15330","0",23
"15331","1",22
"15332","0",-4
"15333","0",-5
"15334","1",14
"15335","0",-8
"15336","1",17
"15337","1",8
"15338","0",-14
"15339","0",3
"15340","0",6
"15341","0",3
"15342","0",10
"15343","0",3
"15344","0",9
"15345","0",14
"15346","0",3
"15347","1",8
"15348","0",-4
"15349","1",17
"15350","0",-20
"15351","0",5
"15352","0",34
"15353","0",-3
"15354","1",14
"15355","0",-4
"15356","1",22
"15357","0",-17
"15358","1",8
"15359","0",6
"15360","0",7
"15361","0",24
"15362","0",3
"15363","0",2
"15364","0",10
"15365","0",-14
"15366","1",35
"15367","0",3
"15368","0",5
"15369","0",-20
"15370","1",22
"15371","1",31
"15372","0",-3
"15373","1",10
"15374","0",-5
"15375","1",-6
"15376","1",-1
"15377","1",30
"15378","0",-2
"15379","0",-6
"15380","1",6
"15381","0",5
"15382","0",3
"15383","0",-11
"15384","1",7
"15385","0",6
"15386","0",7
"15387","0",9
"15388","0",1
"15389","1",3
"15390","0",-18
"15391","0",-4
"15392","1",9
"15393","1",19
"15394","0",-7
"15395","0",4
"15396","0",16
"15397","0",-11
"15398","1",10
"15399","0",13
"15400","0",19
"15401","1",-2
"15402","1",-9
"15403","0",2
"15404","0",4
"15405","0",-3
"15406","1",14
"15407","0",1
"15408","0",5
"15409","0",5
"15410","0",9
"15411","1",25
"15412","0",-7
"15413","0",-17
"15414","1",4
"15415","1",20
"15416","0",-7
"15417","0",-5
"15418","1",27
"15419","1",2
"15420","0",-6
"15421","0",9
"15422","0",6
"15423","0",-5
"15424","1",21
"15425","1",7
"15426","0",-15
"15427","0",-21
"15428","1",20
"15429","0",-10
"15430","1",18
"15431","0",4
"15432","0",1
"15433","0",3
"15434","0",6
"15435","1",25
"15436","0",-7
"15437","0",6
"15438","0",10
"15439","0",24
"15440","0",9
"15441","0",9
"15442","0",5
"15443","0",26
"15444","0",2
"15445","0",7
"15446","0",3
"15447","0",4
"15448","0",1
"15449","1",16
"15450","0",-4
"15451","0",-25
"15452","1",14
"15453","0",16
"15454","0",4
"15455","0",5
"15456","0",18
"15457","0",-15
"15458","1",9
"15459","1",-2
"15460","1",-14
"15461","1",5
"15462","0",-5
"15463","0",-5
"15464","1",1
"15465","0",1
"15466","0",7
"15467","0",-2
"15468","1",17
"15469","0",2
"15470","0",13
"15471","0",13
"15472","0",6
"15473","0",-11
"15474","1",11
"15475","0",-2
"15476","1",10
"15477","1",31
"15478","0",-19
"15479","1",-2
"15480","1",-13
"15481","0",-26
"15482","1",35
"15483","1",26
"15484","0",-4
"15485","0",-3
"15486","1",3
"15487","0",17
"15488","0",13
"15489","0",2
"15490","0",5
"15491","0",-13
"15492","1",8
"15493","0",-3
"15494","1",6
"15495","1",4
"15496","0",-6
"15497","0",10
"15498","0",16
"15499","0",6
"15500","0",11
"15501","0",-11
"15502","1",9
"15503","0",-3
"15504","1",25
"15505","1",10
"15506","0",-11
"15507","1",-9
"15508","1",-12
"15509","0",7
"15510","0",23
"15511","1",-9
"15512","1",-8
"15513","0",21
"15514","0",7
"15515","1",-3
"15516","1",-4
"15517","0",6
"15518","0",12
"15519","1",-20
"15520","1",-19
"15521","0",-10
"15522","1",9
"15523","0",-4
"15524","1",6
"15525","1",-15
"15526","1",-5
"15527","0",14
"15528","0",2
"15529","0",11
"15530","0",1
"15531","0",8
"15532","0",2
"15533","0",-12
"15534","1",12
"15535","1",41
"15536","0",-1
"15537","1",12
"15538","0",-6
"15539","0",3
"15540","0",5
"15541","0",14
"15542","0",4
"15543","1",-5
"15544","1",-23
"15545","1",11
"15546","0",-17
"15547","0",-9
"15548","1",31
"15549","0",4
"15550","0",10
"15551","1",-2
"15552","1",-14
"15553","0",1
"15554","0",17
"15555","0",22
"15556","0",10
"15557","0",-22
"15558","1",3
"15559","0",-15
"15560","1",28
"15561","1",7
"15562","0",-1
"15563","1",5
"15564","0",-21
"15565","0",2
"15566","0",18
"15567","0",-33
"15568","1",37
"15569","0",-14
"15570","1",34
"15571","1",17
"15572","0",-15
"15573","1",17
"15574","0",-11
"15575","1",34
"15576","0",-5
"15577","1",42
"15578","0",-8
"15579","1",7
"15580","0",-2
"15581","0",-25
"15582","1",4
"15583","0",-6
"15584","1",30
"15585","0",7
"15586","0",20
"15587","1",12
"15588","0",-6
"15589","0",2
"15590","0",11
"15591","1",-3
"15592","1",-9
"15593","0",-5
"15594","1",2
"15595","1",-1
"15596","1",-1
"15597","0",-6
"15598","1",22
"15599","0",14
"15600","0",3
"15601","0",5
"15602","0",5
"15603","1",8
"15604","0",-7
"15605","1",9
"15606","0",-22
"15607","1",9
"15608","0",-17
"15609","0",-14
"15610","1",8
"15611","1",-6
"15612","1",-6
"15613","0",-6
"15614","1",3
"15615","1",-10
"15616","1",-21
"15617","0",22
"15618","0",20
"15619","1",1
"15620","0",-1
"15621","1",11
"15622","0",-1
"15623","1",10
"15624","0",-11
"15625","0",-12
"15626","1",2
"15627","0",-16
"15628","1",20
"15629","0",-5
"15630","1",15
"15631","0",-17
"15632","1",8
"15633","1",2
"15634","0",-3
"15635","1",7
"15636","0",-5
"15637","0",-2
"15638","1",7
"15639","0",-1
"15640","1",3
"15641","0",5
"15642","0",23
"15643","0",-11
"15644","1",3
"15645","0",-2
"15646","1",7
"15647","1",8
"15648","0",-4
"15649","1",14
"15650","0",-14
"15651","0",-15
"15652","1",15
"15653","0",5
"15654","0",6
"15655","1",7
"15656","0",-5
"15657","0",-13
"15658","1",12
"15659","0",-28
"15660","1",5
"15661","1",-8
"15662","1",-7
"15663","1",17
"15664","0",-12
"15665","0",-16
"15666","1",19
"15667","0",7
"15668","0",38
"15669","0",-2
"15670","1",38
"15671","1",22
"15672","0",-5
"15673","0",3
"15674","0",10
"15675","0",6
"15676","0",14
"15677","0",2
"15678","0",36
"15679","0",9
"15680","0",14
"15681","0",12
"15682","0",7
"15683","0",8
"15684","0",11
"15685","1",-5
"15686","1",-4
"15687","0",10
"15688","0",3
"15689","0",13
"15690","0",7
"15691","0",8
"15692","0",8
"15693","1",9
"15694","0",-9
"15695","0",10
"15696","0",15
"15697","1",21
"15698","0",-7
"15699","0",-8
"15700","1",22
"15701","0",9
"15702","0",27
"15703","0",-9
"15704","1",14
"15705","1",14
"15706","0",-4
"15707","1",25
"15708","0",-7
"15709","0",-5
"15710","1",11
"15711","0",-5
"15712","1",1
"15713","0",11
"15714","0",26
"15715","1",31
"15716","0",-13
"15717","0",15
"15718","0",10
"15719","1",6
"15720","0",-8
"15721","0",11
"15722","0",23
"15723","1",18
"15724","0",-2
"15725","0",-5
"15726","1",1
"15727","0",-4
"15728","1",18
"15729","0",7
"15730","0",13
"15731","1",5
"15732","0",-2
"15733","0",-3
"15734","1",12
"15735","1",4
"15736","0",-2
"15737","1",7
"15738","0",-3
"15739","0",15
"15740","0",6
"15741","0",8
"15742","0",5
"15743","1",28
"15744","0",-5
"15745","0",-4
"15746","1",8
"15747","1",2
"15748","0",-22
"15749","1",24
"15750","0",-12
"15751","0",-10
"15752","1",3
"15753","0",-17
"15754","1",24
"15755","0",-5
"15756","1",17
"15757","1",-1
"15758","1",-4
"15759","1",-6
"15760","1",-11
"15761","0",-6
"15762","1",6
"15763","1",-12
"15764","1",-7
"15765","0",1
"15766","0",1
"15767","1",-6
"15768","1",-12
"15769","0",-14
"15770","1",1
"15771","1",1
"15772","0",-15
"15773","0",-3
"15774","1",9
"15775","0",10
"15776","0",15
"15777","0",-15
"15778","1",8
"15779","0",5
"15780","0",6
"15781","1",3
"15782","0",-2
"15783","0",8
"15784","0",4
"15785","1",22
"15786","0",-4
"15787","0",4
"15788","0",17
"15789","0",-15
"15790","1",17
"15791","1",15
"15792","0",-4
"15793","1",31
"15794","0",-14
"15795","0",12
"15796","0",16
"15797","0",-27
"15798","1",2
"15799","0",5
"15800","0",8
"15801","0",-7
"15802","1",31
"15803","0",-5
"15804","1",11
"15805","0",9
"15806","0",27
"15807","0",34
"15808","0",6
"15809","0",17
"15810","0",16
"15811","1",9
"15812","0",-8
"15813","1",3
"15814","0",-4
"15815","1",3
"15816","0",-22
"15817","1",18
"15818","0",-5
"15819","0",-9
"15820","1",11
"15821","0",8
"15822","0",20
"15823","1",5
"15824","0",-14
"15825","1",-5
"15826","1",-10
"15827","0",6
"15828","0",6
"15829","0",1
"15830","0",11
"15831","1",9
"15832","0",-12
"15833","0",-13
"15834","1",9
"15835","1",21
"15836","0",-3
"15837","0",21
"15838","0",1
"15839","0",-40
"15840","1",22
"15841","1",-10
"15842","1",-11
"15843","0",-23
"15844","1",15
"15845","0",5
"15846","0",15
"15847","0",-7
"15848","1",3
"15849","1",5
"15850","0",-10
"15851","1",2
"15852","0",-10
"15853","1",-16
"15854","1",-17
"15855","0",-19
"15856","1",25
"15857","1",-8
"15858","1",-6
"15859","0",11
"15860","0",1
"15861","1",21
"15862","0",-6
"15863","1",5
"15864","0",-19
"15865","0",-9
"15866","1",9
"15867","1",16
"15868","0",-11
"15869","0",25
"15870","0",2
"15871","0",-6
"15872","1",17
"15873","0",16
"15874","0",20
"15875","0",5
"15876","0",22
"15877","1",12
"15878","0",-17
"15879","1",13
"15880","0",-19
"15881","0",4
"15882","0",22
"15883","0",2
"15884","0",29
"15885","0",-17
"15886","1",20
"15887","0",-11
"15888","1",5
"15889","0",13
"15890","0",6
"15891","0",-1
"15892","1",18
"15893","0",-18
"15894","1",19
"15895","0",10
"15896","0",13
"15897","0",-8
"15898","1",9
"15899","1",-7
"15900","1",-7
"15901","1",-2
"15902","1",-3
"15903","0",15
"15904","0",23
"15905","1",-3
"15906","1",-7
"15907","0",-18
"15908","1",9
"15909","1",-6
"15910","1",-4
"15911","0",11
"15912","0",11
"15913","0",-1
"15914","1",7
"15915","1",-11
"15916","1",-5
"15917","0",21
"15918","0",1
"15919","1",-7
"15920","1",-12
"15921","0",12
"15922","0",28
"15923","1",-11
"15924","1",-37
"15925","0",10
"15926","0",2
"15927","1",16
"15928","0",-21
"15929","0",-15
"15930","1",21
"15931","0",33
"15932","0",1
"15933","0",-8
"15934","1",4
"15935","0",-11
"15936","1",7
"15937","0",-10
"15938","1",1
"15939","0",12
"15940","0",1
"15941","1",-8
"15942","1",-6
"15943","0",-4
"15944","1",1
"15945","0",-9
"15946","1",3
"15947","0",4
"15948","0",9
"15949","0",17
"15950","0",1
"15951","0",6
"15952","0",26
"15953","0",7
"15954","0",29
"15955","1",4
"15956","0",-12
"15957","0",-15
"15958","1",14
"15959","0",-15
"15960","1",26
"15961","0",-12
"15962","1",12
"15963","0",20
"15964","0",18
"15965","1",12
"15966","0",-7
"15967","1",10
"15968","0",-4
"15969","0",16
"15970","0",4
"15971","0",9
"15972","0",2
"15973","1",-5
"15974","1",-2
"15975","0",-13
"15976","1",8
"15977","0",14
"15978","0",33
"15979","0",-14
"15980","1",26
"15981","1",6
"15982","0",-3
"15983","1",2
"15984","0",-15
"15985","0",-16
"15986","1",8
"15987","0",8
"15988","0",11
"15989","0",4
"15990","0",20
"15991","1",26
"15992","0",-5
"15993","1",25
"15994","0",-13
"15995","1",-4
"15996","1",-7
"15997","1",10
"15998","0",-1
"15999","0",-16
"16000","1",12
"16001","1",-14
"16002","1",-2
"16003","0",-7
"16004","1",13
"16005","0",1
"16006","0",2
"16007","0",15
"16008","0",24
"16009","0",2
"16010","0",19
"16011","1",21
"16012","0",-12
"16013","1",-11
"16014","1",-11
"16015","0",-32
"16016","1",7
"16017","1",24
"16018","0",-3
"16019","0",3
"16020","0",9
"16021","1",-10
"16022","1",-11
"16023","1",2
"16024","0",-5
"16025","1",10
"16026","0",-12
"16027","1",6
"16028","0",-19
"16029","1",19
"16030","0",-19
"16031","0",5
"16032","0",3
"16033","0",-4
"16034","1",24
"16035","0",2
"16036","0",3
"16037","0",18
"16038","0",8
"16039","1",11
"16040","0",-13
"16041","1",17
"16042","0",-6
"16043","0",6
"16044","0",10
"16045","1",14
"16046","0",-29
"16047","0",7
"16048","0",18
"16049","0",3
"16050","0",6
"16051","1",19
"16052","0",-16
"16053","0",-2
"16054","1",18
"16055","0",5
"16056","0",18
"16057","0",5
"16058","0",2
"16059","0",3
"16060","0",17
"16061","0",6
"16062","0",5
"16063","1",-1
"16064","1",-12
"16065","1",-1
"16066","1",-4
"16067","0",-11
"16068","1",4
"16069","1",6
"16070","0",-14
"16071","1",3
"16072","0",-10
"16073","0",3
"16074","0",2
"16075","0",-19
"16076","1",9
"16077","1",15
"16078","0",-11
"16079","1",4
"16080","0",-6
"16081","0",2
"16082","0",9
"16083","0",-13
"16084","1",43
"16085","0",-25
"16086","1",16
"16087","0",27
"16088","0",10
"16089","1",13
"16090","0",-11
"16091","0",-13
"16092","1",19
"16093","0",10
"16094","0",3
"16095","1",3
"16096","0",-8
"16097","0",8
"16098","0",3
"16099","1",17
"16100","0",-4
"16101","1",28
"16102","0",-1
"16103","0",-4
"16104","1",19
"16105","1",12
"16106","0",-3
"16107","1",9
"16108","0",-3
"16109","0",-7
"16110","1",18
"16111","0",20
"16112","0",15
"16113","0",9
"16114","0",18
"16115","0",-12
"16116","1",5
"16117","0",-12
"16118","1",29
"16119","1",-11
"16120","1",-7
"16121","1",9
"16122","0",-11
"16123","1",-5
"16124","1",-4
"16125","0",11
"16126","0",18
"16127","0",27
"16128","0",9
"16129","0",9
"16130","0",6
"16131","0",20
"16132","0",5
"16133","0",-4
"16134","1",5
"16135","1",-4
"16136","1",-2
"16137","0",23
"16138","0",5
"16139","0",-5
"16140","1",38
"16141","0",-6
"16142","1",12
"16143","1",35
"16144","0",-31
"16145","0",2
"16146","0",10
"16147","0",-16
"16148","1",12
"16149","1",3
"16150","0",-5
"16151","1",14
"16152","0",-9
"16153","1",11
"16154","0",-8
"16155","0",13
"16156","0",1
"16157","1",18
"16158","0",-10
"16159","0",11
"16160","0",14
"16161","0",3
"16162","0",13
"16163","0",14
"16164","0",22
"16165","1",11
"16166","0",-5
"16167","0",9
"16168","0",10
"16169","1",1
"16170","0",-19
"16171","0",7
"16172","0",27
"16173","1",16
"16174","0",-11
"16175","0",-10
"16176","1",27
"16177","0",6
"16178","0",19
"16179","0",3
"16180","0",6
"16181","0",5
"16182","0",5
"16183","0",-6
"16184","1",12
"16185","0",21
"16186","0",7
"16187","1",2
"16188","0",-8
"16189","0",9
"16190","0",14
"16191","0",18
"16192","0",12
"16193","0",8
"16194","0",3
"16195","0",13
"16196","0",12
"16197","0",-12
"16198","1",11
"16199","1",-9
"16200","1",-11
"16201","1",-15
"16202","1",-6
"16203","0",28
"16204","0",6
"16205","1",2
"16206","0",-19
"16207","1",25
"16208","0",-19
"16209","0",21
"16210","0",6
"16211","0",15
"16212","0",4
"16213","0",2
"16214","0",3
"16215","0",-14
"16216","1",3
"16217","0",12
"16218","0",23
"16219","1",4
"16220","0",-6
"16221","0",-7
"16222","1",22
"16223","0",10
"16224","0",1
"16225","1",8
"16226","0",-3
"16227","0",-10
"16228","1",22
"16229","1",-23
"16230","1",-5
"16231","1",17
"16232","0",-9
"16233","0",24
"16234","0",5
"16235","0",15
"16236","0",19
"16237","0",27
"16238","0",13
"16239","0",7
"16240","0",18
"16241","0",-13
"16242","1",7
"16243","0",-16
"16244","1",5
"16245","0",6
"16246","0",1
"16247","0",-17
"16248","1",9
"16249","0",6
"16250","0",7
"16251","1",-8
"16252","1",-2
"16253","0",18
"16254","0",5
"16255","1",16
"16256","0",-44
"16257","1",14
"16258","0",-2
"16259","0",26
"16260","0",5
"16261","0",-17
"16262","1",14
"16263","0",4
"16264","0",2
"16265","0",6
"16266","0",1
"16267","1",29
"16268","0",-1
"16269","0",-2
"16270","1",8
"16271","0",-10
"16272","1",19
"16273","0",12
"16274","0",15
"16275","0",6
"16276","0",10
"16277","0",3
"16278","0",2
"16279","0",3
"16280","0",16
"16281","1",6
"16282","0",-5
"16283","0",14
"16284","0",3
"16285","0",-7
"16286","1",18
"16287","0",-9
"16288","1",16
"16289","0",-3
"16290","1",2
"16291","0",7
"16292","0",15
"16293","1",19
"16294","0",-6
"16295","1",7
"16296","0",-14
"16297","0",-21
"16298","1",50
"16299","1",-6
"16300","1",-10
"16301","1",-18
"16302","1",-4
"16303","0",-22
"16304","1",15
"16305","0",1
"16306","0",5
"16307","0",-2
"16308","1",12
"16309","0",-5
"16310","1",2
"16311","0",-14
"16312","1",18
"16313","1",-16
"16314","1",-3
"16315","0",16
"16316","0",5
"16317","0",-1
"16318","1",12
"16319","0",1
"16320","0",6
"16321","0",-5
"16322","1",19
"16323","0",-8
"16324","1",26
"16325","0",24
"16326","0",8
"16327","0",3
"16328","0",5
"16329","1",-3
"16330","1",-2
"16331","0",3
"16332","0",29
"16333","1",25
"16334","0",-10
"16335","1",28
"16336","0",-8
"16337","0",19
"16338","0",6
"16339","0",12
"16340","0",3
"16341","0",5
"16342","0",6
"16343","0",16
"16344","0",16
"16345","1",40
"16346","0",-25
"16347","0",8
"16348","0",25
"16349","0",-8
"16350","1",4
"16351","0",15
"16352","0",5
"16353","0",-6
"16354","1",6
"16355","1",21
"16356","0",-15
"16357","0",9
"16358","0",25
"16359","0",11
"16360","0",12
"16361","1",1
"16362","0",-10
"16363","1",30
"16364","0",-19
"16365","0",4
"16366","0",17
"16367","0",-12
"16368","1",1
"16369","0",-9
"16370","1",5
"16371","1",16
"16372","0",-18
"16373","0",-10
"16374","1",3
"16375","0",10
"16376","0",3
"16377","0",8
"16378","0",22
"16379","0",-9
"16380","1",26
"16381","0",-21
"16382","1",14
"16383","0",-17
"16384","1",19
"16385","0",-12
"16386","1",29
"16387","0",-15
"16388","1",12
"16389","0",-23
"16390","1",25
"16391","0",4
"16392","0",16
"16393","0",-26
"16394","1",19
"16395","1",-2
"16396","1",-4
"16397","0",22
"16398","0",10
"16399","0",-15
"16400","1",15
"16401","0",10
"16402","0",1
"16403","0",23
"16404","0",3
"16405","1",-7
"16406","1",-3
"16407","1",-5
"16408","1",-8
"16409","0",3
"16410","0",14
"16411","1",4
"16412","0",-10
"16413","0",-15
"16414","1",29
"16415","0",5
"16416","0",15
"16417","1",-2
"16418","1",-8
"16419","0",6
"16420","0",12
"16421","1",50
"16422","0",-13
"16423","0",-12
"16424","1",11
"16425","0",14
"16426","0",6
"16427","1",18
"16428","0",-5
"16429","0",1
"16430","0",2
"16431","0",18
"16432","0",12
"16433","0",-14
"16434","1",10
"16435","0",-14
"16436","1",16
"16437","1",2
"16438","0",-20
"16439","0",-10
"16440","1",17
"16441","0",15
"16442","0",10
"16443","0",6
"16444","0",15
"16445","0",-1
"16446","1",3
"16447","0",8
"16448","0",12
"16449","1",10
"16450","0",-7
"16451","0",-3
"16452","1",17
"16453","1",13
"16454","0",-1
"16455","1",-2
"16456","1",-4
"16457","1",7
"16458","0",-4
"16459","1",-8
"16460","1",-9
"16461","1",21
"16462","0",-4
"16463","0",8
"16464","0",6
"16465","0",12
"16466","0",3
"16467","1",11
"16468","0",-2
"16469","1",-3
"16470","1",-25
"16471","1",-8
"16472","1",-13
"16473","0",2
"16474","0",10
"16475","0",-2
"16476","1",6
"16477","1",18
"16478","0",-12
"16479","0",48
"16480","0",3
"16481","1",3
"16482","0",-5
"16483","0",-16
"16484","1",30
"16485","1",-13
"16486","1",-3
"16487","0",5
"16488","0",5
"16489","0",9
"16490","0",3
"16491","0",-12
"16492","1",4
"16493","1",20
"16494","0",-3
"16495","1",16
"16496","0",-15
"16497","1",21
"16498","0",-2
"16499","0",-4
"16500","1",10
"16501","0",4
"16502","0",10
"16503","0",-3
"16504","1",22
"16505","0",-15
"16506","1",13
"16507","0",12
"16508","0",7
"16509","0",-9
"16510","1",13
"16511","0",-15
"16512","1",10
"16513","1",-5
"16514","1",-2
"16515","0",-23
"16516","1",4
"16517","1",17
"16518","0",-2
"16519","0",9
"16520","0",12
"16521","0",11
"16522","0",4
"16523","0",1
"16524","0",16
"16525","0",-12
"16526","1",21
"16527","0",-4
"16528","1",12
"16529","0",2
"16530","0",14
"16531","1",7
"16532","0",-9
"16533","0",13
"16534","0",2
"16535","0",18
"16536","0",1
"16537","1",16
"16538","0",-11
"16539","0",1
"16540","0",6
"16541","0",-11
"16542","1",7
"16543","0",-11
"16544","1",5
"16545","1",27
"16546","0",-16
"16547","0",-14
"16548","1",13
"16549","0",1
"16550","0",5
"16551","1",14
"16552","0",-2
"16553","0",10
"16554","0",5
"16555","1",13
"16556","0",-11
"16557","1",9
"16558","0",-10
"16559","0",-6
"16560","1",3
"16561","0",-24
"16562","1",5
"16563","0",-33
"16564","1",7
"16565","0",-3
"16566","1",8
"16567","1",3
"16568","0",-16
"16569","0",10
"16570","0",13
"16571","1",3
"16572","0",-14
"16573","1",-7
"16574","1",-14
"16575","0",-17
"16576","1",30
"16577","1",12
"16578","0",-11
"16579","0",10
"16580","0",1
"16581","0",1
"16582","0",8
"16583","0",-11
"16584","1",11
"16585","0",1
"16586","0",4
"16587","0",3
"16588","0",2
"16589","0",-8
"16590","1",17
"16591","0",-2
"16592","1",9
"16593","1",34
"16594","0",-5
"16595","0",12
"16596","0",1
"16597","1",1
"16598","0",-7
"16599","0",11
"16600","0",1
"16601","0",-8
"16602","1",1
"16603","0",-11
"16604","1",5
"16605","1",17
"16606","0",-3
"16607","1",25
"16608","0",-11
"16609","1",7
"16610","0",-13
"16611","0",14
"16612","0",7
"16613","0",7
"16614","0",14
"16615","0",-8
"16616","1",19
"16617","0",1
"16618","0",5
"16619","0",-13
"16620","1",19
"16621","1",-3
"16622","1",-8
"16623","1",13
"16624","0",-27
"16625","0",38
"16626","0",7
"16627","0",9
"16628","0",15
"16629","0",-22
"16630","1",6
"16631","1",9
"16632","0",-6
"16633","1",11
"16634","0",-2
"16635","0",14
"16636","0",10
"16637","0",1
"16638","0",18
"16639","1",-13
"16640","1",-22
"16641","0",-21
"16642","1",5
"16643","1",-14
"16644","1",-2
"16645","0",9
"16646","0",12
"16647","0",5
"16648","0",23
"16649","1",20
"16650","0",-6
"16651","0",9
"16652","0",2
"16653","0",-8
"16654","1",11
"16655","0",2
"16656","0",11
"16657","0",5
"16658","0",18
"16659","0",-3
"16660","1",9
"16661","0",7
"16662","0",5
"16663","0",-5
"16664","1",6
"16665","0",25
"16666","0",17
"16667","0",-4
"16668","1",16
"16669","0",9
"16670","0",11
"16671","1",-2
"16672","1",-1
"16673","0",28
"16674","0",4
"16675","1",34
"16676","0",-12
"16677","1",-8
"16678","1",-9
"16679","1",5
"16680","0",-13
"16681","0",9
"16682","0",29
"16683","0",-14
"16684","1",29
"16685","0",10
"16686","0",10
"16687","0",17
"16688","0",9
"16689","1",5
"16690","0",-9
"16691","0",-2
"16692","1",10
"16693","0",-3
"16694","1",2
"16695","1",24
"16696","0",-10
"16697","0",-16
"16698","1",22
"16699","0",-7
"16700","1",15
"16701","0",12
"16702","0",14
"16703","0",-11
"16704","1",8
"16705","0",14
"16706","0",3
"16707","1",18
"16708","0",-4
"16709","0",12
"16710","0",15
"16711","0",-20
"16712","1",7
"16713","0",-2
"16714","1",4
"16715","0",11
"16716","0",1
"16717","0",17
"16718","0",4
"16719","0",7
"16720","0",10
"16721","0",19
"16722","0",2
"16723","1",1
"16724","0",-6
"16725","0",-16
"16726","1",19
"16727","1",16
"16728","0",-2
"16729","1",15
"16730","0",-17
"16731","0",3
"16732","0",11
"16733","0",-10
"16734","1",21
"16735","0",12
"16736","0",7
"16737","1",22
"16738","0",-8
"16739","0",-2
"16740","1",6
"16741","1",36
"16742","0",-9
"16743","0",-8
"16744","1",20
"16745","1",6
"16746","0",-3
"16747","1",15
"16748","0",-4
"16749","1",1
"16750","0",-3
"16751","0",3
"16752","0",4
"16753","0",20
"16754","0",12
"16755","0",9
"16756","0",6
"16757","0",9
"16758","0",3
"16759","0",-10
"16760","1",7
"16761","1",18
"16762","0",-15
"16763","0",-4
"16764","1",10
"16765","0",-6
"16766","1",5
